longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,1730340,Ambient Air Pollution and Human Performance: Contemporaneous and Acclimatization Effects of Ozone Exposure on Athletic Performance,"This paper utilizes a unique dataset of competitive outcomes from intercollegiate track and field competition to identify the relationship between recent ambient pollution exposure histories and human performance among a young and fit population in a diverse range of physically demanding ""tasks"". I find that higher contemporaneous ozone levels are associated with poorer performances in events that heavily tax the respiratory system. This is the case despite the low exposure levels observed in the studied sample, which are similar to those regularly experienced across the developed world. Such negative performance effects imply that observed ozone exposures are leading to physiological harm, which can be expected to negatively impact economic outcomes through both health and productivity channels. Leveraging the unique structure of the data--which includes location information for competitions and home institutions--I also identify an acclimatization effect whereby recent exposure to higher ozone levels serves to reduce the negative effects of contemporaneous exposure. This finding underscores the importance of regulating peak ozone levels rather than only mean concentrations, as spikes in ambient ozone levels can be particularly damaging to exposed populations.",20180801,"Mullins, Jamie T.",Journal Article,Journal Article,August 2018,,Health Economics,Health Behavior ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Sports; Gambling; Restaurants; Recreation; Tourism ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Sports Economics: Industry Studies,JOUR,,,1057-9230 ; 1099-1050,,,,,eng,Wiley-Blackwell,1200,1189,12,27,8,,,,,https://research.ebsco.com/plink/66f8a01a-4ba9-3311-b464-7b7a25ad4475,,,,
EconLit with Full Text,eoh,2213008,A Conceptual Review of Green HRM and Its Implications for Environmental Sustainability in Organizations,"The various environmental challenges facing organizations have heightened the potential for implementing green human resource management. This includes effective response to environmental issues and integrating sustainable business management practices. Consequently, this conceptual review aims to enhance the understanding of green human resource management (HRM) and its implications for organizations. Thus, a thorough review of the literature was conducted by searching for relevant research articles across various databases and search engines, including Web of Science, PubMed Central, Science Direct, and Scopus. The findings align with the review's objectives, which focus on understanding contemporary management practices of green HRM and their implications for organizations. The review confirms that adopting a green approach to human resource management is crucial for organizations striving to achieve environmental sustainability. Additionally, the findings indicate that green human resource management can catalyze enhancing employee productivity while promoting environmentally friendly behaviors. Furthermore, practical implications posit that the implementation of environmental management processes within organizations is essential for promoting environmental awareness and sustainability among employees and stakeholders. This approach not only contributes to the establishment of a healthy work environment but also plays a significant role in reducing pollution and conserving natural resources.",20250301,"Ngidi, Lucia Zithobile ; Bangura, Samuel",Journal Article,Journal Article,March 2025,,Eurasian Journal of Business and Management,Organizational Behavior; Transaction Costs; Property Rights ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Personnel Management; Executives; Executive Compensation ; Personnel Economics: Labor Management ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,JOUR,,,2148-0206,,,,,eng,,57,45,13,13,1,,,,,https://research.ebsco.com/plink/f462092f-5240-33bb-985b-7528d0d77be6,,,,
EconLit with Full Text,eoh,2023085,Air Pollution and Internal Migration: Evidence from an Iranian Household Survey,"Air pollution has become an important national issue in Iran in recent years. Several studies in Iran have shown that air pollution harmfully impacts the physical and mental health of citizens, reducing labor productivity and student academic performance. One aspect of air pollution that is yet to be examined is if it explains migration behavior across the provinces of Iran. Between 2011 and 2016, approximately 4.3 million Iranians (about 5% of the population) left their habitual residences and moved to new locations (mostly within the borders of Iran). The purpose of this study is to examine the effect of air pollution (measured using satellite data of aerosol optical depth) on net outmigration. We used data from the 2011 and 2016 National Population and Housing Censuses for 31 provinces in Iran and applied panel fixed effects and instrumental variable procedures to analyze the data. Our results show that air pollution has a positive and significant effect on net outmigration. We also found that higher levels of economic activities discourage outmigration.",20230101,"Farzanegan, Mohammad Reza ; Gholipour, Hassan F. ; Javadian, Mostafa",Journal Article,Journal Article,January 2023,true,Empirical Economics,"Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure ; Socialist and Transitional Economies: Urban, Rural, and Regional Economics ; Socialist and Transitional Economies: Natural Resources; Energy; Environment ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",JOUR,,,0377-7332 ; 1435-8921,,,,,eng,Springer Nature,247,223,25,64,1,10.1007/s00181-022-02253-1,,,,https://research.ebsco.com/plink/b3b55bff-1938-3e49-ad74-1b8243d1ad43,,,,
EconLit with Full Text,eoh,2153519,Does Chinese Environmental Policy Affect Income Inequality? Evidence from the Central Environmental Protection Inspection,"This paper investigates the effect of environmental policy on income inequality. It focuses on the central environmental protection inspection led by the central government in China. Using a difference-in-differences approach, it finds evidence that environmental regulation decreased the per capita income and enlarged the gap between urban and rural income while showing an insignificant effect on employment. Although the policy can reduce pollution levels and bring environmental benefits in aggregate, the findings of this study suggest that the regulations appear to have reduced the proportion of manufacturing industry and hindered general innovation and investment from entrepreneurs, which resulted in greater inequality. Rural residents suffered more from environmental regulation due to relatively high migration costs and their disadvantaged human resources on the aspects of health, education level, and skills. The local government's execution incentive can also play a key role in the effectiveness of environmental policy. Regions with lower GDP growth targets and younger government leaders were affected significantly with regard to the income growth of local residents and the urban-rural income gap.",20240601,"Wei, Xiaoyun ; Zhao, Chuanmin",Journal Article,Journal Article,May-June 2024,true,China & World Economy,"Personal Income, Wealth, and Their Distributions ; Macroeconomics: Production ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Socialist and Transitional Economies: Urban, Rural, and Regional Economics ; Socialist and Transitional Economies: Natural Resources; Energy; Environment ; Environmental Economics: Government Policy ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",JOUR,,,1671-2234 ; 1749-124X,,,,,eng,Wiley-Blackwell,161,130,32,32,3,,,,,https://research.ebsco.com/plink/049709ac-5704-3971-a03e-1422a44197d1,,,,
EconLit with Full Text,eoh,2108660,Economic Fluctuations and Mortality in Canada Revisited,"This paper uses panel data for Canada from 1976 to 2018, across 10 provinces, to reassess the relationship between mortality rates and economic fluctuations. The key contribution of our paper lies in examining the extent to which this relationship is driven by the employment rate (extensive margin) versus average hours worked (intensive margin). We find evidence of procyclical mortality for females at the aggregate level; aggregate male mortality remains largely unaffected by economic fluctuations. Our findings also reveal temporal heterogeneity, as the extensive margin becomes the driving force for female mortality rates during the more recent period (1990 onwards). These findings remain robust when accounting for personal income and pollution. Finally, we find some support for a procyclical relationship for individuals in the working age groups, while mortality exhibits a countercyclical pattern for children (age 0 to 14) and the elderly (age 65 and above).",20240401,"Janko, Zuzana ; Popli, Gurleen",Journal Article,Journal Article,April 2024,true,Southern Economic Journal,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Business Fluctuations; Cycles ; Health Behavior ; Economics of Gender; Non-labor Discrimination ; Time Allocation and Labor Supply,JOUR,,,0038-4038,,,,,eng,Wiley-Blackwell,899,878,22,90,4,,,,,https://research.ebsco.com/plink/bf722d0e-eae0-3f49-a4e7-5ae2ffc54514,,,,
EconLit with Full Text,eoh,2071058,Would the Inequality of Environmental Quality Affect Labor Productivity and the Income Gap? Evidence from China,"Healthy ecosystems and safe workplaces are not equally distributed across regions and people. Increasingly close economic exchanges domestically and abroad have aggravated regional environmental unequal status in China. To evaluate China's inequality of environmental quality, four-panel environmental Gini coefficients are calculated for 25 Chinese provinces based on the data for 281 prefecture-level cities from 2008 to 2018. China's inequality level of environmental quality is measured by resource inequality and pollution inequality. The results of the spatial Durbin model and GMM estimations indicate that resource inequality may widen the local income gap but narrow the income gap with distant regions, while the uneven environmental quality significantly inhibits the improvement of labor productivity. The dynamic threshold model results show that pollution inequality in areas with relatively low education levels will widen the local income gap, while resource inequality in areas with low health levels has a strong inhibiting effect on labor productivity.",20240101,"Li, Yunwei ; Zhong, Ruohan ; Wang, Zhen ; Yu, Manxi ; Wu, Yujiao ; Irfan, Muhammad",Journal Article,Journal Article,January 2024,true,Journal of Environmental Planning & Management,"Personal Income, Wealth, and Their Distributions ; Equity, Justice, Inequality, and Other Normative Criteria and Measurement ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Economic Development: Human Resources; Human Development; Income Distribution; Migration ; Socialist and Transitional Economies: Natural Resources; Energy; Environment ; Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty",JOUR,,,0964-0568 ; 1360-0559,,,,,eng,Taylor & Francis Ltd,58,25,34,67,1,10.1080/09640568.2022.2097061,,,,https://research.ebsco.com/plink/28c1ab73-6fa0-30f7-b518-005eb30356cc,,,,
EconLit with Full Text,eoh,2088453,"Environmental Regulation, Breakthrough Technological Innovation and Total Factor Productivity of Firms--Evidence from Emission Charges of China","As an effective means of addressing environmental externalities, market-based environmental regulation inevitably has potential effects on the economy. Based on Porter's theory, we investigate how emission charges affect firms' total factor productivity and explore the moderating role of firms' breakthrough technological innovation. Our findings reveal the moderating effect of breakthrough technological innovation on the total factor productivity enhancement of the emission fee by looking at Chinese A-share listed firms with heavy pollution from 2011 to 2020. Our mechanism tests suggest that emission fees and breakthrough technological innovation increase firms' total factor productivity by enhancing firms' green innovation. In addition, our heterogeneity analysis shows that emission charges and breakthrough technology innovation effectively increase total factor productivity only for state-owned firms, and the effect on total factor productivity of non-state-owned firms is insignificant. Our findings suggest that implementing market-based environmental regulations and incentives for firms to embark on breakthrough technological innovation effectively increases firms' total factor productivity.",20240301,"Lv, Kangjuan ; Zhu, Siwei ; Liang, Ran ; Zhao, Ye",Journal Article,Journal Article,March 2024,true,Applied Economics,"Firm Behavior: Empirical Analysis ; Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Innovation and Invention: Processes and Incentives ; Socialist and Transitional Economies: Natural Resources; Energy; Environment ; Socialist Enterprises and Their Transitions ; Environmental Economics: Government Policy",JOUR,,,0003-6846 ; 1466-4283,,,,,eng,Taylor & Francis Ltd,1249,1235,15,56,11,10.1080/00036846.2023.2175776,,,,https://research.ebsco.com/plink/2761dce9-0534-33f8-b524-2ffa580fe327,,,,
EconLit with Full Text,eoh,1941507,Did Smog Rules Influence Who Loses? Manufacturing Job Losses and the Great Recession,"Several studies of environmental policy have shown that clean air rules may lead to job losses. It is not clear, however, if the rules' job effects vary with the business cycle. I show that during the Great Recession, rules that targeted smog pollution did influence which industries suffered job losses. The industries that were most likely to suffer faced higher costs associated with new smog controls. Compared with control groups, employment fell by an extra 3%. The results support claims that the new smog controls shifted the incidence of the job losses brought about by the Great Recession.",20210501,"Depro, Brooks",Journal Article,Journal Article,May 2021,true,Land Economics,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Business Fluctuations; Cycles ; Industry Studies: Manufacturing: General ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,JOUR,,,0023-7639 ; 1543-8325,,,,,eng,University of Wisconsin Press,490,475,16,97,2,,,,,https://research.ebsco.com/plink/360b9c7f-bc07-3489-b6c6-dc5a8e6360cb,,,,
EconLit with Full Text,eoh,2215373,Institutional Variables and Power Firms' Productivity: Micro Panel Estimation with Time-Invariant Variables,"Enhancing the productivity of power firms is essential for reducing energy resource consumption while improving sectoral performance. This objective aligns with circular economy (CE) principles, which emphasize not only reducing raw material use and minimizing waste, but also promoting systemic efficiency through infrastructure sharing, resource recovery, and cross-sectoral integration, particularly crucial in network-based sectors like electricity. Nonetheless, the productivity of electricity firms is influenced by multiple factors, some of which fall beyond their direct control. Among these, institutional frameworks play a significant role. Indeed, internal and external institutions define the environment in which companies operate, conditioning firms' decision-making processes and productivity. This study investigates the role of institutional determinants in driving productivity changes in electricity companies across 15 European countries between 2010 and 2016, with a particular focus on environmental and market regulatory policies. In sectors like electricity, where long asset lifecycles, infrastructure interdependencies, and resource intensity prevail, CE goals cannot be achieved without institutional conditions that enable long-term investment, coordination, and adaptive capacity. Using the firm-level ORBIS dataset, we estimate productivity changes over time using the bootstrap Malmquist index, then a dynamic panel linear model is applied to investigate how internal and external institutional variables affect the dynamics of the Malmquist index. The internal institutional variables are time-invariant; therefore, we employ the procedure proposed by Kripfganz and Schwarz (2019) to consistently identify the effects of time-invariant variables. This novel approach provides valuable robustness to false assumptions about the exogeneity of instruments. Interaction variables capture the interplay between external and internal institutional variables. The results highlight the importance of matching environmental regulations with firm-specific internal characteristics in order to avoid detrimental effects on firm performance in the power generation sector.",20251201,"Bigerna, Simona ; D'Errico, Maria Chiara ; Polinori, Paolo",Journal Article,Journal Article,December 2025,,Socio-Economic Planning Sciences,"Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Electric Utilities ; Industry Studies: Utilities and Transportation: Government Policy ; Energy: Demand and Supply; Prices ; Energy: Government Policy ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",JOUR,,,0038-0121,,,,,eng,,,,,102,,10.1016/j.seps.2025.102323,,,,https://research.ebsco.com/plink/4a3b740d-5ccd-338c-b28b-3c6a2a2a1c9c,,,,
EconLit with Full Text,eoh,2022522,Environmental Information Disclosure and Firm Production: Evidence from the Estimated Efficiency of Publicly Listed Firms in China,"This study employs the recently developed conditional nonparametric frontier approach to assess the impact of environmental expenditures associated with environmental information disclosure (EID) on the production of China's listed manufacturing firms from 2010 to 2018. An inverted U-shaped relationship is found between environmental expenditures and firms' productive efficiency. Increasing expenditure on pollution control initially lowers the production efficiency at firm level, and indicates the negative impacts of regulatory costs attributable to the resources devoted to EID-related activities. However, a firm's production efficiency increases with environmental expenditure after a certain threshold, which implies that the regulatory costs can be fully offset by triggering innovation. The co-existence of the traditional view of the negative impacts of environmental regulation on production and the positive impacts of Porter-type innovation explains the mixed empirical evidence in the literature. Government subsidies help firms to cover the regulatory costs and support a smooth transition to a Porter-type innovation regime. We also find that continuous environmental investments beyond the threshold can narrow the efficiency gap between firms in the same industry, bringing about additional societal spillover impacts. Our findings thus deepen the understanding on how regulations such as EID affect the economic performance of public firms.",20230201,"Lu, Yunguo ; Zhang, Lin",Journal Article,Journal Article,February 2023,true,Journal of Productivity Analysis,"Semiparametric and Nonparametric Methods: General ; Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Socialist and Transitional Economies: Factor and Product Markets; Industry Studies; Population ; Socialist and Transitional Economies: Natural Resources; Energy; Environment ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",JOUR,,,0895-562X ; 1573-0441,,,,,eng,Springer Nature,119,99,21,59,1,10.1007/s11123-022-00655-y,,,,https://research.ebsco.com/plink/2fcaad75-a99a-3a13-8a3c-844558b64584,,,,
