Title,Author,Year,Citation count,Open access,DOI,Abstract
Association of Black Carbon with Cognition among Children in a Prospective Birth Cohort Study,S. F. Suglia|Alexandros Gryparis|Robert O. Wright|Joel Schwartz|Rosalind J. Wright,2007,409,Open Access,https://doi.org/10.1093/aje/kwm308,"While studies show that ultrafine and fine particles can be translocated from the lungs to the central nervous system, the possible neurodegenerative effect of air pollution remains largely unexplored. The authors examined the relation between black carbon, a marker for traffic particles, and cognition among 202 Boston, Massachusetts, children (mean age = 9.7 years (standard deviation, 1.7)) in a prospective birth cohort study (1986-2001). Local black carbon levels were estimated using a validated spatiotemporal land-use regression model (mean predicted annual black carbon level, 0.56 mug/m(3) (standard deviation, 0.13)). The Wide Range Assessment of Memory and Learning and the Kaufman Brief Intelligence Test were administered for assessment of cognitive constructs. In analysis adjusting for sociodemographic factors, birth weight, blood lead level, and tobacco smoke exposure, black carbon (per interquartile-range increase) was associated with decreases in the vocabulary (-2.2, 95% confidence interval (CI): -5.5, 1.1), matrices (-4.0, 95% CI: -7.6, -0.5), and composite intelligence quotient (-3.4, 95% CI: -6.6, -0.3) scores of the Kaufman Brief Intelligence Test and with decreases on the visual subscale (-5.4, 95% CI: -8.9, -1.9) and general index (-3.9, 95% CI: -7.5, -0.3) of the Wide Range Assessment of Memory and Learning. Higher levels of black carbon predicted decreased cognitive function across assessments of verbal and nonverbal intelligence and memory constructs."
Agglomeration Economics,Edward L. Glaeser,2010,383,NOT Open Access,https://doi.org/10.7208/chicago/9780226297927.001.0001,
Are There Returns to Scale in City Size?,David R. Segal,1976,353,NOT Open Access,https://doi.org/10.2307/1924956,
Evaluating Urban Transport Improvements: Cost–Benefit Analysis in the Presence of Agglomeration and Income Taxation,Anthony J. Venables,2007,311,Open Access,https://doi.org/10.3828/jtep.2007.41.2.173,"There is a substantial empirical literature quantifying the positive relationship between city size and productivity. This paper studies the implications of that relationship for evaluations of urban transport improvements. A theoretical model is developed and used to derive a cost–benefit measure that includes the impact of transport improvements on city size and hence on the productivity of new and existing city workers. The size of such effects is illustrated in a simple computable equilibrium model. It is argued that these productivity effects, particularly when combined with distortionary taxation, are quantitatively important, substantially increasing the gains attributable to urban transport improvements."
Chapter 51 Human capital externalities in cities,Enrico Moretti,2004,307,NOT Open Access,https://doi.org/10.1016/s1574-0080(04)80008-7,
DOTS TO BOXES: DO THE SIZE AND SHAPE OF SPATIAL UNITS JEOPARDIZE ECONOMIC GEOGRAPHY ESTIMATIONS?,Ecole Hautes|Etudes Sciences Sociales|Universités D&amp;apos;aix-marseille Ii Et Iii|Anthony Briant|Miren Lafourcade|Anthony Briant|Miren Lafourcade,2008,307,NOT Open Access,,
"Economics of Agglomeration: Cities, Industrial Location, and Regional Growth",Howard A. Stafford,2003,277,NOT Open Access,https://doi.org/10.1111/1467-8306.930301214,
"Agglomeration, Productivity and Transport Investment",Daniel J. Graham,2007,274,NOT Open Access,https://doi.org/10.3828/jtep.2007.41.3.317,
Effects of nitrogen dioxide on human health: Systematic review of experimental and epidemiological studies conducted between 2002 and 2006,Ute Latza|Silke Gerdes|Xaver Baur,2008,234,NOT Open Access,https://doi.org/10.1016/j.ijheh.2008.06.003,
Chapter 59 The empirics of agglomeration and trade,Keith Head|Thierry Mayer,2004,226,NOT Open Access,https://doi.org/10.1016/s1574-0080(04)80016-6,
Urban form and the ecological footprint of commuting. The case of Barcelona,Iván Muñiz|Anna Galindo,2005,224,NOT Open Access,https://doi.org/10.1016/j.ecolecon.2004.12.008,
Re-evaluating the impact of urban form on travel patternsin Europe and North-America,Paul van de Coevering|Tim Schwanen,2005,162,NOT Open Access,https://doi.org/10.1016/j.tranpol.2005.10.001,
Cost — Benefit Analysis and Large-Scale Infrastructure Projects: State of the Art and Challenges,Roger Vickerman,2007,121,NOT Open Access,https://doi.org/10.1068/b32112,
The effects of air pollution on work loss and morbidity,Bart Ostro,1983,159,NOT Open Access,https://doi.org/10.1016/0095-0696(83)90006-2,
TESTING FOR CAUSALITY BETWEEN PRODUCTIVITY AND AGGLOMERATION ECONOMIES,Daniel J. Graham|Patricia S. Melo|Piyapong Jiwattanakulpaisarn|Robert B. Noland,2010,101,NOT Open Access,https://doi.org/10.1111/j.1467-9787.2010.00676.x,
Arsenic Mitigation in Bangladesh: A Household Labor Market Approach,Richard T. Carson|Phoebe Koundouri|Céline Nauges,2010,66,NOT Open Access,https://doi.org/10.1093/ajae/aaq110,
Introduction: New Horizons in Regional Studies,John Harrison,2014,36,Open Access,https://doi.org/10.1080/00343404.2014.980637,"This issue marks the beginning of Regional Studies’ 49th volume. As we begin this new chapter in the journal's history our inheritance will ensure Regional Studies retains its distinctive purpose, ..."
The Impact of Air Pollution on Cognitive Performance and Human Capital Formation,Victor Lavy|Avraham Ebenstein|Sefi Roth,2012,24,NOT Open Access,,
Wages and Accessibility: The Impact of Transport Infrastructure,Anna Matas|Josep Lluís Raymond|José Luís Roig Sabaté,2013,25,NOT Open Access,https://doi.org/10.1080/00343404.2013.827336,
Ambient nitrogen oxides exposure and early childhood respiratory illnesses,Rakesh Ghosh|Jesse P. Joad|I Beneš|Miroslav Dostál|Radim J. Šrám|Irva Hertz‐Picciotto,2011,22,NOT Open Access,https://doi.org/10.1016/j.envint.2011.10.001,
Productivity in transport evaluation studies,Stephen Gibbons|Henry G. Overman,2009,16,NOT Open Access,,
Introductory Econometrics: A Modern Approach,Jeffrey M. Wooldridge,1999,14639,NOT Open Access,,
Cities and Skills,Edward L. Glaeser|David C. Maré,1994,936,Open Access,https://doi.org/10.3386/w4728,"Workers in cities earn 33% more than their nonurban counterparts. A large amount of evidence suggests that this premium is not just the result of higher ability workers living in cities, which means that cities make workers more productive. Evidence on migrants and the cross effect between urban status and experience implies that a significant fraction of the urban wage premium accrues to workers over time and stays with them when they leave cities. Therefore, a portion of the urban wage premium is a wage growth, not a wage level, effect. This evidence suggests that cities speed the accumulation of human capital."
The Sizes and Types of Cities,J. Vernon Henderson,1972,757,Open Access,,"This paper presents a simple general equilibrium model of an economy where production and consumption occur in cities. The paper focuses on the different sizes and types of cities generated by market forces and whether these market forces generate optimally size cities. Before the model is presented, four complex questions are naively answered, revealing the most basic concepts underlying the paper and intellectual debts to the existing literature. First the model of a single city is presented. How factor rewards and cost of living vary with city size is analysed. Given these results, the paper presents an analysis of market equilibrium and optimum city size. Finally, equilibrium in an economy with multiple types of cities is examined. At the end of the paper, we discuss how natural resources and transportation costs in trade can be integrated into the model. Throughout the paper, it is assumed that capital and labour are scarce resources and perfectly mobile within the economy. The economy is situated on a flat featureless plain, large enough so that land per se is never a scarce resource (although location will be a scarce resource). This non-critical assumption implies the opportunity cost of land is zero. Lastly, there are no specified transport costs of inter-city trade."
Estimating the Agglomeration Benefits of Transport Investments,Daniel J. Graham|Kurt Van Dender,2009,10,Open Access,https://doi.org/10.1787/5kmmr387j0zp-en,"The case for including agglomeration benefits within transport appraisal rests on an assumed causality between access to economic mass and productivity. Such causality is difficult to establish empirically because estimates may be subject to sources of bias from endogeneity and confounding. They may also be sensitive to the range of sample variance in agglomeration being used. The purpose of this paper is to demonstrate some of the key difficulties that the researcher faces in estimating agglomeration economies and to show how these can affect the calculation of agglomeration benefits for the appraisal of transport projects. The results show a high degree of sensitivity to treatment for unobserved heterogeneity and to differences in the sample variance of agglomeration. A key conclusion is that we are unable to distinguish agglomeration effects from other potential explanations for productivity increases, most notably functional heterogeneity. Consequently, the agglomeration effects of transport investments cannot be interpreted causally."
