Title,Author,Year,Citation count,Open access,DOI,Abstract
Does Air Quality Matter? Evidence from the Housing Market,Kenneth Y. Chay|Michael Greenstone,1998,689,Open Access,https://doi.org/10.3386/w6826,"We exploit the structure of the Clean Air Act to provide new evidence on the capitalization of total suspended particulates (TSPs) air pollution into housing values. This legislation imposes strict regulations on polluters in “nonattainment” counties, which are defined by concentrations of TSPs that exceed a federally set ceiling. TSPs nonattainment status is associated with large reductions in TSPs pollution and increases in county-level housing prices. When nonattainment status is used as an instrumental variable for TSPs, we find that the elasticity of housing values with respect to particulates concentrations ranges from 0.20 to 0.35. These estimates of the average marginal willingness to pay for clean air are robust to quasi-experimental regression discontinuity and matching specification tests. Further, they are far less sensitive to model specification than cross-sectional and fixed-effects estimates, which occasionally have the “perverse” sign. We also find modest evidence that the marginal benefit of reductions of TSPs is lower in communities with relatively high pollution levels,"
"Climate Change, Mortality and Adaptation: Evidence from Annual Fluctuations in Weather in the U.S.",Olivier Deschênes|Michael Greenstone,2007,367,Open Access,https://doi.org/10.2139/ssrn.995830,
The economic cost of air pollution: Evidence from Europe,Antoine Dechezleprêtre|Nicholas Rivers|Balazs Stadler,2019,248,NOT Open Access,https://doi.org/10.1787/56119490-en,
The Promise of Beijing: Evaluating the Impact of the 2008 Olympic Games on Air Quality,Yuyu Chen|Ginger Zhe Jin|Naresh Kumar|Guang Shi,2011,179,Open Access,https://doi.org/10.3386/w16907,"To prepare for the 2008 Olympic Games, China adopted a number of radical measures to improve air quality. Using officially reported air pollution index (API) from 2000 to 2009, we show that these measures improved the API of Beijing during and after the Games, but 60% of the effect faded away by the end of October 2009. Since the credibility of API data has been questioned, an objective and indirect measure of air quality at a high spatial resolution -aerosol optimal depth (AOD), derived using the data from the NASA satellites -was analyzed and compared with the API trend. The analysis confirms that the improvement was real but temporary and most improvement was attributable to plant closure and traffic control. Our results suggest that it is possible to achieve real environmental improvement in an authoritarian regime but the magnitude of the effect and how long it lasts depend on the political motivation behind the policy interventions."
Air Pollution and Mental Health: Evidence from China,Shuai Chen|Paulina Oliva|Peng Zhang,2018,179,Open Access,https://doi.org/10.3386/w24686,"A large body of literature estimates the effect of air pollution on health. However, most of these studies have focused on physical health, while the effect on mental health is limited. Using the China Family Panel Studies (CFPS) covering 12,615 urban residents during 2014 -2015, we find significantly positive effect of air pollution -instrumented by thermal inversions -on mental illness. Specifically, a one-standard-deviation (18.04 g/m3) increase in average PM 2.5 concentrations in the past month increases the probability of having a score that is associated with severe mental illness by 6.67 percentage points, or 0.33 standard deviations. Based on average health expenditures associated with mental illness and rates of treatment among those with symptoms, we calculate that these effects induce a total annual cost of USD 22.88 billion in health expenditures only. This cost is on a similar scale to pollution costs stemming from mortality, labor productivity, and dementia."
Alleviating urban traffic congestion,,2006,171,NOT Open Access,https://doi.org/10.5860/choice.43-5377,
The Effect of Air Pollution on Migration: Evidence from China,Shuai Chen|Paulina Oliva|Peng Zhang,2017,163,Open Access,https://doi.org/10.3386/w24036,"This paper looks at the effects of air pollution on migration in China using changes in the average strength of thermal inversions over five-year periods as a source of exogenous variation for medium-run air pollution levels. Our findings suggest that air pollution is responsible for large changes in inflows and outflows of migration in China. More specifically, we find that independent changes in air pollution of the magnitude that occurred in China in the course of our study (between 1996 and 2010) are capable of reducing floating migration inflows by 50 percent and of reducing population through net outmigration by 5 percent in a given county. We find that these inflows are primarily driven by well educated people at the beginning of their professional careers, leading to substantial changes in the sociodemographic composition of the population and labor force of Chinese counties. Our results are robust to different specifications, including simple counts of inversions as instruments, different weather controls, and different forms of error variance."
Willingness to Pay for Clean Air: Evidence from Air Purifier Markets in China,Koichiro Ito|Shuang Zhang,2016,158,Open Access,https://doi.org/10.3386/w22367,"We develop a framework to estimate willingness to pay (WTP) for clean air from defensive investment. Applying this framework to product-by-store level scanner data on air purifier sales in China, we provide among the first revealed preference estimates of WTP for clean air in developing countries. A spatial discontinuity in air pollution created by the Huai River heating policy enables us to analyze household responses to long-run exposure to pollution. Our model allows heterogeneity in preference parameters to investigate potential heterogeneity in WTP among households. We show that our estimates provide important policy implications for optimal environmental regulation."
The Impact of Short Term Exposure to Ambient Air Pollution on Cognitive Performance and Human Capital Formation,Victor Lavy|Avraham Ebenstein|Sefi Roth,2014,144,Open Access,https://doi.org/10.3386/w20648,"Cognitive performance is critical to productivity in many occupations and potentially linked to pollution exposure. We evaluate this potentially important relationship by estimating the effect of pollution exposure on standardized test scores among Israeli high school high-stakes tests (2000)(2001)(2002). Since students take multiple exams on multiple days in the same location after each grade, we can adopt a fixed effects strategy estimating models with city, school, and student fixed effects. We focus on fine particulate matter (PM 2.5 ) and carbon monoxide (CO), which are considered to be two of the most dangerous forms of air pollution. We find that while PM 2.5 and CO levels are only weakly correlated with each other, both exhibit a robust negative relationship with test scores. We also find that PM 2.5 , which is thought to be particularly damaging for asthmatics, has a larger negative impact on groups with higher rates of asthma. For CO, which affects neurological functioning, the effect is more homogenous across demographic groups. Furthermore, we find that exposure to either pollutant is associated with a significant decline in the probability of not receiving a Bagrut certificate, which is required for college entrance in Israel. The results suggest that the gain from improving air quality may be underestimated by a narrow focus on health impacts. Insofar as air pollution may lead to reduced cognitive performance, the consequences of pollution may be relevant for a variety of everyday activities that require mental acuity. Moreover, by temporarily lowering the productivity of human capital, high pollution levels lead to allocative inefficiency as students with lower human capital are assigned a higher rank than their more qualified peers. This may lead to inefficient allocation of workers across occupations, and possibly a less productive workforce."
Pollution for Promotion,Ruixue Jia,2017,104,Open Access,https://doi.org/10.2139/ssrn.3029046,
The Effect of Air Pollution on Investor Behavior: Evidence from the S&P 500,Anthony Heyes|Matthew Neidell|Soodeh Saberian,2016,84,NOT Open Access,https://doi.org/10.3386/w22753,
Hazed and Confused: The Effect of Air Pollution on Dementia,Kelly Bishop|Jonathan D. Ketcham|Nicolai V. Kuminoff,2018,80,Open Access,https://doi.org/10.3386/w24970,"We study whether long-term cumulative exposure to airborne small particulate matter (PM.) affects the probability that an individual receives a new diagnosis of Alzheimer's disease or related dementias. We track the health, residential location, and PM. exposures of Americans aged 65 and above from 2001 through 2013. The expansion of Clean Air Act regulations led to quasi-random variation in individuals' subsequent exposures to PM.. We leverage these regulations to construct instrumental variables for individual-level decadal PM. that we use within flexible probit models that also account for any potential sample selection based on survival. We find that a 1 g/m3 increase in decadal PM. increases the probability of a new dementia diagnosis by an average of 2.15 percentage points. All else equal, we find larger effects for women, older people, and people with more clinical risk factors for dementia. These effects persist below current regulatory thresholds."
Air Quality and Error Quantity: Impacts of Ambient Air Quality on Worker Productivity and Decision-Making,James Archsmith,2015,62,Open Access,https://doi.org/10.2139/ssrn.2683656,
Subways and Urban Air Pollution,Nicolas Gendron-Carrier|Marco Gonzalez-Navarro|Stefano Polloni|Matthew Turner,2018,62,Open Access,https://doi.org/10.3386/w24183,"We investigate the effect of subway system openings on urban air pollution. On average, particulate concentrations are unchanged by subway openings. For cities with higher initial pollution levels, subway openings reduce particulates by 4% in the area surrounding a city center. The effect decays with distance to city center and persists over the longest time horizon that we can measure with our data, about four years. For highly polluted cities, we estimate that a new subway system provides an external mortality benefit of about $1b per year. For less polluted cities, the effect is indistinguishable from zero. Back of the envelope cost estimates suggest that reduced mortality due to lower air pollution offsets a substantial share of the construction costs of subways."
Management and Shocks to Worker Productivity,Achyuta Adhvaryu|Namrata Kala|Anant Nyshadham,2019,59,Open Access,https://doi.org/10.3386/w25865,"The assignment of workers to tasks is an important feature of the organization of production within firms. We study how task allocation across workers changes in response to productivity shocks. Pairing hourly productivity data from a ready-made garments firm with granular data on exposure to particulate matter pollution, we show that productivity suffers as a result of pollution shocks; this effect is heterogeneous across workers and tasks. Managers respond by reassigning workers to tasks in which they perform better on average during shocks. This response is larger for managers who we identify, via survey-based measurement, as exhibiting greater managerial attention, and these same managers are also the ones who are most able to mitigate resulting productivity declines."
The Effect of Pollution and Heat on High Skill Public Sector Worker Productivity in China,Matthew E. Kahn|Pei Li,2019,25,Open Access,https://doi.org/10.3386/w25594,"The quality of governance depends on public sector worker productivity. We use micro data from China to document that judges are less productive on polluted days. Building on the insights of Alchian and Kessel (1962), we discuss the role of organization design and the incentives of public versus for profit organizations in designing a workplace that reduces the productivity costs of local disamenities. We find that the public sector productivity elasticities are larger than published estimates of the private sector productivity elasticities with respect to pollution."
"Accountability, Career Incentives, and Pollution: The Case Of Two Control Zones in China",Yvonne Chen|Pei Li|Yi Lu,2015,5,Open Access,https://doi.org/10.2139/ssrn.2703239,
pwt8: Penn World Table (Version 8.x),Achim Zeileis,2013,2,Open Access,https://doi.org/10.32614/cran.package.pwt8,"Penn World Table (Version 8.x)Description The Penn World Table 8.x provides information on relative levels of income, output, inputs, and productivity for 167 countries between 1950 and 2011."
"Politicians, Pollution and Performance in the Workplace: The Effect of PMs on MPs",Anthony Heyes|Nicholas Rivers,2016,1,Open Access,https://doi.org/10.2139/ssrn.2852886,
