longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,1607526,Essays on the Impact of Clean Water on Human Capital and Productivity,"My dissertation investigates the effect of access to clean water on human capital. The first chapter examines the effect of municipal provisions of clean water--installation of water filtration plants--on school enrollment and child labor in American cities from 1880 to 1920. Numerous studies show that access to clean water reduces child mortality and morbidity, but little work has been done on the consequences for schooling and child labor. The effects are theoretically ambiguous because improved child health can raise schooling (e.g., better health makes education investments more productive) or lower it (e.g., the opportunity cost of attending school increases because there is a wage premium for healthier workers). Applying a difference-in-differences strategy which exploits variation of water filtration adoption across time and across cities, I find that municipal water filtration has a positive and statistically significant effect on school enrollment. Also, I find a negative effect on child labor, but it is not significant at conventional levels. These effects are most pronounced at ages 14 and 15, which map into the last years of elementary school and are beyond compulsory schooling age in some states. Additionally, I find that effects are larger for children who are exposed at an earlier age, can legally drop out of school, are from lower socioeconomic status families, or are female. The second chapter uses a water services privatization program in Argentina during 1991 to 1999 to investigate the effect of early childhood exposure to clean water on educational attainment. By using a difference-in-differences strategy which exploits variation across regions and across cohorts, my results show that early childhood exposure to privatization has a zero effect on primary and compulsory school completion, and a small negative effect on secondary school completion. Furthermore, I find that the effect of this privatization program is heterogeneous across individuals who lived in nonpoor and poor municipalities. I find that, for primary and compulsory school completion, early childhood exposure to privatization has a zero effect in nonpoor municipalities and a negative effect in poor municipalities. A supplemental analysis adding information on years of primary school completed among individuals who did not complete primary schooling indicates that privatization induces individuals in poor municipalities to drop out of school at 5th, 6th, and 7th grade, which correspond to the final years of primary school.",20160501,"Ao, Chon Kit",Dissertation,Dissertation,May 2016,,Essays on the Impact of Clean Water on Human Capital and Productivity,Education and Research Institutions: General ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Gas Utilities; Pipelines; Water Utilities ; Economic Development: Human Resources; Human Development; Income Distribution; Migration ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,GEN,,,,,,,,eng,University of Houston,,,,,,,,,,https://research.ebsco.com/plink/1b2b0002-4286-370e-8252-b0389c44e750,,,,
EconLit with Full Text,eoh,1807837,Essays in Applied Microeconomics,"This dissertation contains three essays in Applied Microeconomics. Chapter 1 provides the first causal estimates of the effect of children's access to computers and the internet on adult educational outcomes such as schooling and choice of major. I exploit cross-cohort variation in access to technology among primary and middle school students in Uruguay, the first country to implement a nationwide one-laptop-per-child program. Despite a notable increase in computer access, educational attainment has not increased. However, college students who had been exposed to the program as children, were more likely to select majors with good employment prospects. Chapter 2 provides the first empirical evidence of the historical effects of natural disasters on economic activity in the United States. Although the literature has focused on salient natural disasters, more than one hounded strike the country every year, causing extensive property destruction and loss of life. My coauthors and I construct an 80 year panel data set that includes the universe of natural disasters in the United States from 1930 to 2010 and study how these shocks affected migration rates, home prices and poverty rates at the county level. Severe disasters increased out-migration rates by 1.5 percentage points and lowered housing prices/rents by 2.5-5.0 percent, but milder disasters had little effect on economic outcomes. Chapter 3 exploits the 1962 publication of Silent Spring, the first successful environmental science book, to investigate whether public information can influence popular demand for environmental regulation. Protecting the environment is often plagued by collective-action problems, so it is important to understand what motivates politicians to act. Combining historical U.S. congressional roll-call votes and census data, I find that the propensity of politicians to vote in favor of pro-environmental regulation increased by 5 to 33 percentage points after the publication of the book. The response to the informational shock varies with the constituency's level of education, income, and exposure to pollution.",20190301,"Yanguas, Maria lucia",Dissertation,Dissertation,March 2019,,Essays in Applied Microeconomics,"Education: Government Policy ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Economic History: Agriculture, Natural Resources, Environment, and Extractive Industries: U.S.; Canada: 1913- ; Economic Development: Human Resources; Human Development; Income Distribution; Migration ; Climate; Natural Disasters and Their Management; Global Warming ; Environmental Economics: Government Policy",GEN,,,,,,,,eng,"University of California, Los Angeles",,,,,,,,,,https://research.ebsco.com/plink/e3a3614e-d917-33be-bc2b-18b902cfd882,,,,
EconLit with Full Text,eoh,0986172,Ports and Highways Infrastructure: An Analysis of Intra- and Interstate Spillovers,"U.S. ports serve a vital role in the nation's supply chain and international trade. While the areas surrounding these ports bear the external costs of port expansion (congestion, air and noise pollution), neighboring regions feel the benefits and additional costs from port activity. Given the current debate over external costs from port activity, it is important to quantify the costs and benefits of ports on industry in the home state and neighboring states. This study assesses the role that transportation infrastructure plays in production and employment in the manufacturing industry. Using state-level data from the 48 contiguous states, the authors model manufacturing production and cost, incorporating state and local investment in port and highway infrastructure as variables. The authors find lower manufacturing costs in states with increased ports infrastructure. However manufacturing firms experience higher costs if a neighboring state increases its ports infrastructure, perhaps because productive resources (firms and workers) are drawn to states that increase ports infrastructure.",20080701,"Cohen, Jeffrey ; Monaco, Kristen",Journal Article,Journal Article,July 2008,true,International Regional Science Review,"Transactional Relationships; Contracts and Reputation; Networks ; Industry Studies: Manufacturing: General ; Railroads and Other Surface Transportation ; Transportation: Demand, Supply, and Congestion; Travel Time; Safety and Accidents; Transportation Noise ; Public Facility Location Analysis; Public Investment and Capital Stock",JOUR,,,0160-0176 ; 1552-6925,,,,,eng,,274,257,18,31,3,,,,,https://research.ebsco.com/plink/a061d60e-131a-3af1-9771-98dbb3137231,,,,
EconLit with Full Text,eoh,0963409,Optimal Environmental Regulation of Politically Influential Sectors with Asymmetric Information,"Politically motivated subsidies can have undesired environmental consequences. Asymmetric information regarding firm productivity constrains the government's ability both to redistribute income and control emissions. Taking political and information constraints as given, this article characterizes a social-welfare maximizing policy. The optimal policy uses a single instrument to achieve both goals, making income-support subsidies contingent upon pollution reduction. Price variation allows the government to design contracts with countervailing incentives, potentially eliminating some firms' information advantage.",20080101,"Sheriff, Glenn",Journal Article,Journal Article,January 2008,true,Journal of Environmental Economics and Management,Asymmetric and Private Information; Mechanism Design ; Environmental Economics: Government Policy,JOUR,,,0095-0696,,,,,eng,,89,72,18,55,1,10.1016/j.jeem.2007.07.001,,,,https://research.ebsco.com/plink/a1c25284-d529-3501-b5c7-eca919b7f2a0,,,,
EconLit with Full Text,eoh,0794715,Tax-Subsidy Policies for Regional Environmental and Product Quality: A Comparative Static Analysis,"To solve environmental quality problems recent proposals point to the use of redistribute tax-cum-subsidy instruments applying to the same group of polluters. The present paper proposes a two-part instrument of a redistributive nature, yet while the tax is applied to the polluter the subsidy goes to the pollutee. This instrument may be used to manage regional stream water quality problems when product quality is also of concern. Relying on a hedonic modeling approach this paper derives the two-part instrument, which depends largely on the structural parameters of the economy, including the impact of the upstream region on water quality, the impact of water quality on product quality, the productivity of labor, the ability of a product quality treatment input to offset the effect of water pollution originated upstream, the variance of wage rates in the region downstream, the variance of the supply of the product quality treatment parameter, etc.",20050301,"Giannias, Dimitrios ; Giannias, Georgios ; Lekakis, Joseph N.",Journal Article,Journal Article,March 2005,,RISEC: International Review of Economics and Business,Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Environmental Economics: Government Policy,JOUR,,,0035-6751,,,,,eng,,102,91,12,52,1,,,,,https://research.ebsco.com/plink/c7e9e260-90bc-37c2-bd01-a05708e7264c,,,,
EconLit with Full Text,eoh,1236030,The Impact of Pollution on Worker Productivity,"Environmental protection is typically cast as a tax on the labor market and the economy in general. Since a large body of evidence links pollution with poor health, and health is an important part of human capital, efforts to reduce pollution could plausibly be viewed as an investment in human capital and thus a tool for promoting economic growth. While a handful of studies have documented the impacts of pollution on labor supply, this paper is the first to rigorously assess the less visible but likely more pervasive impacts on worker productivity. In particular, we exploit a novel panel dataset of daily farm worker output as recorded under piece rate contracts merged with data on environmental conditions to relate the plausibly exogenous daily variations in ozone with worker productivity. We find robust evidence that ozone levels well below federal air quality standards have a significant impact on productivity: a 10 ppb decrease in ozone concentrations increases worker productivity by 4.2 percent.",20110101,"Zivin, Joshua S. Graff ; Neidell, Matthew J.",Working Paper,Working Paper,2011,,The Impact of Pollution on Worker Productivity,"Health: General ; Wages, Compensation, and Labor Costs: General ; Environmental Economics: General",GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 17004",,,,,,,,,,https://research.ebsco.com/plink/2c5e1e93-cccb-3067-b108-67d9005c9e92,,,,
EconLit with Full Text,eoh,0823708,Price and Quantity Regulation in General Equilibrium,"We consider a general equilibrium model with a production externality (e.g., pollution), where the regulator does not observe firm productivity shocks. We examine quantity (permit) regulation and price (tax) regulation. The quantity of permits issued by the regulator are independent of the productivity shock, since shocks are unobserved. Price regulation implies use of the regulated input is an increasing function of the productivity shock because firms take advantage of a good productivity shock by increasing input use. Thus price regulation generates higher average, but more variable, production. Therefore, we show that in general equilibrium the relative advantage of quantity versus price regulation depends not only on the slopes of marginal benefits and costs, but on general equilibrium effects such as risk aversion. The general equilibrium effects are often more important than the slopes of the marginal benefits and cost curves. In the simplest model, a reasonable risk aversion coefficient implies quantity regulation generates higher welfare regardless of the benefit function.",20051101,"Kelly, David L.",Journal Article,Journal Article,November 2005,true,Journal of Economic Theory,Externalities ; Environmental Economics: Government Policy,JOUR,,,0022-0531,,,,,eng,,60,36,25,125,1,,,,,https://research.ebsco.com/plink/7db6be14-2c19-35a9-b712-53b300a2ca27,,,,
EconLit with Full Text,eoh,1606768,Essays in Misallocation and Economic Development,"The dissertation consists of two essays in misallocation and development. In particular, the essays explore how government policies distort resource allocation across production units, and therefore affect aggregate economic and environmental outcomes. The first chapter studies the aggregate consequences of misallocation in a firm dynamics model with multi-establishment firms. I calibrate my model to the US firm size distribution with respect to both the number of employees and the number of establishments, and use it to study distortions that are correlated with establishment size, or so-called size-dependent distortions to establishments, which are modeled as implicit output taxes. In contrast to previous studies, I find that size-dependent distortions are not more damaging to aggregate productivity and output than size-independent distortions, while the implicit tax revenue approximately summarizes the effects on aggregate output. I also use the model to compare the effects of size-dependent distortions to establishments and to firms, and find that they have different effects on firm size distribution, but have similar effects on aggregate output. The second chapter studies the effects of product market frictions on firm size distribution and their implications for industrial pollution in China. Using a unique micro-level manufacturing census, I find that larger firms generate and emit less pollutants per unit of production. I also provide evidence suggesting the existence of size-dependent product market frictions that disproportionately affect larger firms. Using a model with firms heterogeneous in productivity and an endogenous choice of pollution treatment technology, I show that these frictions result in lower adoption rate of clean technology, higher pollution and lower aggregate output. I use the model to evaluate policies that eliminate size-dependent frictions, and those that increase environmental regulation. Quantitative results show that eliminating size-dependent frictions increases output by 30%. Meanwhile, the fraction of firms using clean technology increases by 27% and aggregate pollution decreases by 20%. In contrast, a regulatory policy which increases the clean technology adoption rate by the same 27%, has no effect on aggregate output and leads to only 10% reduction in aggregate pollution.",20160501,"Xi, Xican",Dissertation,Dissertation,May 2016,,Essays in Misallocation and Economic Development,"Macroeconomics: Production ; Production, Pricing, and Market Structure; Size Distribution of Firms ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",GEN,,,,,,,,eng,Arizona State University,,,,,,,,,,https://research.ebsco.com/plink/98dde380-697f-3507-9f0b-63fea52a6bc4,,,,
EconLit with Full Text,eoh,1747760,Essays on Trade and Welfare,"My dissertation contributes towards our understanding of effects of trade liberalization on institutional, economic and environmental outcomes. It consists of three chapters. The first, ""International Trade Liberalization and Domestic Institutional Reform: Effects of WTO Accession on Chinese Internal Migration Policy"" studies the effect of trade liberalization on migration regulations. I study how trade affects labor institutions in the context of China's Hukou system that regulates internal migration. Chinese local governments were allowed to relax internal migration restrictions after China entered the WTO in 2001. I collect a new dataset on Chinese prefecture-level migration regulations that shows each region's friendliness to migrant workers. Using these data, I document an increase in pro-migrant regulation around the time of WTO entry. I then consider the role of international trade in triggering this increase by estimating the impact of prefecture-level export and import shocks on migration regulations across 250 Chinese prefectures from 2001 to 2007. I find a positive and significant impact of export shocks on regulations that encourage in-migration. Seventeen percent of the impact of export shocks on migration and 9%-15% of their impact on growth operated through changes in regulation. In my second chapter, ""Was Entry into the WTO Worth It: Environmental Consequences of Trade Liberalization,"" I document that despite the enormous economic benefits from China's accession to the WTO in 2001, the overall welfare gains from trade liberalization may be compromised since pollution from production has also increased. Using plausibly exogenous tariff reductions on Chinese goods caused by the WTO accession, variation in industry composition across cities and variation in pollution intensity levels across industries, I study the effect of trade liberalization on income, pollution, and health in China from 2000 to 2005. Using regional tariff shocks as instruments for changes in income and pollution levels, I show that cities which faced a 10% larger GDP per capita increase experienced a 6%-7% larger total mortality rate decline, and regions that faced a 10% larger increase in air pollution levels experienced a 4%-13% larger total mortality rate increase. Overall, if all exports were generated from non-polluting industries, the total mortality rate would have declined by 3.6% more. However, in terms of overall welfare, the gains from income growth outweigh losses from increases in pollution levels. In the third and last chapter, ""Hukou and Labor Misallocation in China,"" I propose to quantify the changes in misallocation cost due to the Hukou reform. The Hukou system impedes labor mobility across regions, and the marginal productivity of labor may not be equalized spatially. Following Hsieh and Moretti (2017), I plan to use a general equilibrium Rosen-Roback model to measure the effect of Hukou regulations on aggregate growth",20180601,"Tian, Yuan",Dissertation,Dissertation,June 2018,,Essays on Trade and Welfare,"Trade Policy; International Trade Organizations ; Geographic Labor Mobility; Immigrant Workers ; Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics ; Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid ; Size and Spatial Distributions of Regional Economic Activity ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",GEN,,,,,,,,eng,"University of California, Los Angeles",,,,,,,,,,https://research.ebsco.com/plink/a1e964a2-7991-3d7b-912b-bc945a558b2f,,,,
EconLit with Full Text,eoh,1711035,"Environmental Policy, Full-Employment Models, and Employment: A Critical Analysis","This paper assesses the use of full-employment computable-general equilibrium (CGE) models to predict the labor-market effects of environmental policy. Specifically, it compares the predictions of a standard full-employment CGE model with those of a new search-CGE model with labor-search frictions and resulting unemployment (but that is otherwise identical to the full-employment model). The search-CGE captures key labor market details, including a distinction between the extensive margin of labor demand (the number of employees) and the intensive margin (the number of hours each employee works). We find that some key results are robust across the two models, such as the reallocation of labor across sectors in response to a carbon tax and the overall change in total labor demand. However, the full-employment model seriously overestimates the economy-wide net change in the number of jobs (by a factor of more than 2.5 for a carbon tax with revenues returned lump-sum to households, and by a factor of almost 3.5 when carbon tax revenues are used to reduce payroll taxes).",20180101,"Hafstead III, Marc A. C. ; Williams, Roberton C. ; Chen, Yunguang",Working Paper,Working Paper,2018,,"Environmental Policy, Full-Employment Models, and Employment: A Critical Analysis","Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Unemployment: Models, Duration, Incidence, and Job Search ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Government Policy",GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 24505",,,,,,,,,,https://research.ebsco.com/plink/fba8a5c7-5b10-3995-b939-d9dfab5fc5ee,,,,
