longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,1537930,Worker and Firm Responses to Environmental Policies,"This work examines responses to environmental policies. Treating workers and firms as optimizing agents, it derives theoretical predictions and evaluates them using data. In Chapter 1, exploiting the natural experiment created by an unanticipated court injunction, we evaluate driver responses to road pricing. We find evidence of intertemporal substitution toward unpriced times and spatial substitution toward unpriced roads. The effect on traffic varies with public transit availability. Net of these responses, Milan's pricing policy reduces air pollution substantially, generating large welfare gains. In addition, we use long-run policy changes to estimate price elasticities. Chapter 2 examines the unintended consequences of pollution regulations. By regulating air emissions in particular counties, the Clean Air Act (CAA) gives firms incentives to substitute: 1) toward polluting other media, like landfills and waterways; and 2) toward pollution from plants in other counties. Using EPA Toxic Release Inventory data, I examine the effect of CAA regulation on these types of substitution. Chapter 3 takes advantage of time zones, which influence worker sleep, to study the relationship between sleep and wages. Because sleep influences performance on memory and focus intensive tasks, it plausibly affects economic outcomes. We identify the effect of sleep on wages by exploiting the relationship between sunset time and sleep duration. Using a large, nationally representative set of time use diaries from the United States, we provide the first causal estimates of the impact of sleep on wages. A one-hour increase in seasonal weekly sleep increases a worker's wage by 1%. At the location level, a one-hour increase in long-run weekly mean sleep increases mean wage by 4.5%. Our results highlight the economic importance of sleep and pose potentially fruitful questions about the effects of time use on labor market outcomes. These findings illustrate the richness of human responses to the new incentives and constraints imposed by environmental policies. They suggest ways in which efficient policies might account for such responses.",20150601,"Gibson, Matthew",Dissertation,Dissertation,June 2015,,Worker and Firm Responses to Environmental Policies,Human Capital; Skills; Occupational Choice; Labor Productivity ; Wage Level and Structure; Wage Differentials ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,GEN,,,,,,,,eng,"University of California, San Diego",,,,,,,,,,https://research.ebsco.com/plink/237c45c1-487d-364c-aec9-6de9693dc19a,,,,
EconLit with Full Text,eoh,0575948,"Reconciling Environmental Policy with Employment, International Competitiveness and Participation Requirements","Politicians understand that a conventional double dividend policy--defined as reduction of greenhouse gas emissions and unemployment through taxation of energy and CO2 emissions and subsidization of wage costs--and the aim of keeping international competitiveness of all sectors intact may be mutually exclusive concepts at least as long as internationally coordinated solutions are not available. It is suggested that a double dividend policy that aims at reducing GHG emissions and unemployment without a direct violation of international competitiveness has to tax energy use and CO2 emissions of households and should use the revenues to subsidize investment in energy or pollution-saving technologies to reduce investment costs of firms. Thereby reduction of energy coefficients is achieved together with lower costs and prices of goods. This is an increase in competitiveness and employment in an environmentally friendly way and may induce other parts of the world to participate in GHG emission reduction policies or speed up the achievement of an internationally cooperative solution. According to this proposal the principle of causation has to be dropped in part nationally but not internationally. Using these positive incentives, competitiveness of sectors will only be affected through indirect general equilibrium effects.",20000101,"Ziesemer, Thomas",Journal Article,Journal Article,2000,,Konjunkturpolitik,Renewable Resources and Conservation: Water ; Renewable Resources and Conservation: Government Policy ; Fiscal Policies and Behavior of Economic Agents: Firm ; Fiscal Policies and Behavior of Economic Agents: Household ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity,JOUR,,,0023-3498,,,,,eng,,273,241,33,46,3,,,,,https://research.ebsco.com/plink/d4c5298d-9ffa-38d4-927c-376f3dcee83d,,,,
EconLit with Full Text,eoh,0505352,Alleviating Unemployment: The Case for Green Tax Reforms,"It has been argued recently that imposing taxes on pollution produces additional tax revenues which can be used to replace labour taxes and thus reap a double dividend in the form of improving environmental quality and alleviating unemployment. This paper analyses the employment effects of revenue-neutral green tax reforms by focusing on the revenue-recycling effect. Our model contains three features which are important when looking at the employment effects of green tax reforms. First, there is unemployment in equilibrium. Second, wages are determined endogenously. Third, various institutional arrangements for taxing unemployment benefits, for the price-indexation of unemployment benefits and the personal tax exemption are considered. It is shown that these institutional arrangements are crucial for the effectiveness of green tax reforms. A revenue-neutral green tax reform will boost employment if unemployment benefits are nominally fixed and taxed at a lower rate than labour income. Employment actually falls if unemployment benefits are price indexed and taxed at the same rate. A revenue-neutral green tax reform which increases the personal tax credit will never increase employment.",19991001,"Koskela, Erkki ; Schob, Ronnie",Journal Article,Journal Article,October 1999,true,European Economic Review,Renewable Resources and Conservation: Government Policy ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Fiscal Policy ; Fiscal Policies and Behavior of Economic Agents: General ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies,JOUR,,,0014-2921,,,,,eng,,1746,1723,24,43,9,,,,,https://research.ebsco.com/plink/71f2107a-18fe-33c2-8e9f-196e2c5cb8bb,,,,
EconLit with Full Text,eoh,1710758,Regulating Mismeasured Pollution: Implications of Firm Heterogeneity for Environmental Policy,"This paper provides the first estimates of within-industry heterogeneity in energy and CO2 productivity for the entire U.S. manufacturing sector. We measure energy and CO2 productivity as output per dollar energy input or per ton CO2 emitted. Three findings emerge. First, within narrowly defined industries, heterogeneity in energy and CO2 productivity across plants is enormous. Second, heterogeneity in energy and CO2 productivity exceeds heterogeneity in most other productivity measures, like labor or total factor productivity. Third, heterogeneity in energy and CO2 productivity has important implications for environmental policies targeting industries rather than plants, including technology standards and carbon border adjustments.",20180101,"Lyubich, Eva ; Shapiro, Joseph S. ; Walker, Reed",Working Paper,Working Paper,2018,,Regulating Mismeasured Pollution: Implications of Firm Heterogeneity for Environmental Policy,Trade and Environment ; Economic Impacts of Globalization: Environment ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 24228",,,,,,,,,,https://research.ebsco.com/plink/31676953-1eee-3540-8c95-b6b88ccfebc1,,,,
EconLit with Full Text,eoh,1410253,What Do We Know About Short and Long Term Effects of Early Life Exposure to Pollution?,"Pollution exposure early in life is detrimental to near-term health and an increasing body of evidence suggests that early childhood health influences health and human capital outcomes later in life. This paper reviews the economic research that brings these two literatures together. We begin with a conceptual model that highlights the core relationships across the lifecycle. We then review the literature concerned with such estimates, focusing particularly on identification strategies to mitigate concerns regarding endogenous exposure. The nascent empirical literature provides both direct and indirect evidence that early childhood exposure to pollution significantly impacts later life outcomes. We discuss the potential policy implications of these long-lasting effects, and conclude with a number of promising avenues for future research.",20130101,"Currie, Janet ; Zivin, Joshua S. Graff ; Mullins, Jamie ; Neidell, Matthew J.",Working Paper,Working Paper,2013,,What Do We Know About Short and Long Term Effects of Early Life Exposure to Pollution?,Health: General ; Health Behavior ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Environmental Economics: General ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 19571",,,,,,,,,,https://research.ebsco.com/plink/e7390293-ceb1-3ad9-85fa-0bc91dd12e59,,,,
EconLit with Full Text,eoh,0400734,The Effects of Energy Taxes on Productivity and Employment: The Case of the Netherlands,"This paper examines the double dividend hypothesis introduced by Bovenberg and Van der Ploeg. By double dividend they mean that higher pollution taxes and lower taxes on labour would not only improve the environment but also boost employment. We investigate the effect of higher prices of energy and lower nominal wages--as a result of the shift in taxes away from labour--on employment, as well as the consequences on investment and productivity. The model used is a dynamic investment model based on a putty-clay vintage structure with three inputs (labour, capital and energy) producing output. The model is calibrated using data for the Dutch private sector for the period 1953 until 1989. Our main conclusion is that shifting taxes from labour towards energy, reduces economic activity, despite factor substitution.",19960601,"Kuper, Gerard H.",Journal Article,Journal Article,June 1996,,Resource and Energy Economics,Energy and the Macroeconomy ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Fiscal Policy ; Energy: Government Policy,JOUR,,,0928-7655,,,,,eng,,159,137,23,18,2,,,,,https://research.ebsco.com/plink/e92af517-ba3b-372f-a6b2-a2e15244d602,,,,
EconLit with Full Text,eoh,1484986,A Human Capital Based Growth Model with Environment and Corruption,"In this paper, we present a simple overlapping-generations model with human capital, pollution, and political corruption to consider problems related to sustainable growth. In many growth models that incorporate the environment, it is assumed that there exists an altruistic government that enforces the environmental policy to maximize the utility of households or social welfare. The conditions for sustainable growth are derived based on this assumption. However, the assumption that the government implements appropriate policies might be overly optimistic. Bribes, political donations, and corruption might taint and skew government policy. This paper also considers politico-economic problems. We assume that environmental policy is determined endogenously through a process of bargaining between the government and the firm (or interest group). Corruption relaxes environmental standards, lowers the long-run growth rate, and might cause economic stagnation. The long-run growth rate might become negative if the economy is rife with corruption.",20140101,"Ikazaki, Daisuke",Journal Article,Journal Article,2014,,Journal of Economic Structures,Altruism; Philanthropy; Intergenerational Transfers ; Bureaucracy; Administrative Processes in Public Organizations; Corruption ; General Welfare; Well-Being ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,JOUR,,,2193-2409,,,,,eng,,,,,3,,10.1186/s40008-014-0010-3,,,,https://research.ebsco.com/plink/c9c50309-1859-3909-aee2-a7f724f21e86,,,,
EconLit with Full Text,eoh,1537781,Essays on the Macroeconomic Consequences of Market Frictions,"Stony Brook University The Graduate School Doctoral Defense Announcement Abstract Essays on the Macroeconomic Consequences of Market Frictions By Xin Tang This thesis studies the implications of firms' and households' decisions on macro and environmental aggregates in economies with market frictions using quantitative macroeconomic methods. The thesis consists three chapters. In each chapter, I study respectively the effects of product market frictions on firms' emission decisions, the effects of financial frictions on firms' hiring decisions, and those on households' consumption-saving choices. In Chapter 2, I study the effects of product market frictions on firm size distribution and its subsequent impact on aggregate output and industrial pollution in China. Using a unique micro-level manufacturing census, I find that larger firms generate and emit less pollutants per unit of production. Furthermore, I provide evidence suggesting the existence of size-dependent product market frictions that disproportionately affect more productive firms. Using a model with firms heterogeneous in productivity and an endogenous choice of pollution treatment technology, I show that these frictions limit the expansion of productive firms, allowing small unproductive firms to continue operating. This results in lower aggregate output and higher industrial pollution. In Chapter 3, I study the effects of financial frictions on firms' hiring decisions and their implications on the job finding rates of service and manufacturing occupations. Using CPS data, I document three novel facts. First, the job finding rates of the service occupations in the long-run are higher than those of the manufacturing occupations. Second, in recessions driven by productivity shocks, the job finding rates of both occupations decline in parallel. Third, in recessions originated from financial sectors, the job finding rates of the service occupations decrease more than those of the manufacturing occupations. I use a search and matching model featuring training costs and credit market frictions to account for these observations simultaneously. In Chapter 4, I study the role of financial frictions--down payment requirement associated with housing investment--in resolving the household life-cycle portfolio choice puzzle. I show that by introducing housing investment with down payment requirement and permanent income shocks, the standard model implies a life-cycle profile of the share of risky assets that is comparable with the data.",20150501,"Tang, Xin",Dissertation,Dissertation,May 2015,,Essays on the Macroeconomic Consequences of Market Frictions,Household Behavior: General ; Production and Organizations: General ; Intertemporal Household Choice; Life Cycle Models and Saving ; Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,GEN,,,,,,,,eng,"SUNY, Stony Brook",,,,,,,,,,https://research.ebsco.com/plink/c67d312c-2f31-37a0-bf30-26c2ecce930a,,,,
EconLit with Full Text,eoh,0505221,Environmental Drag: Evidence from Norway,"Economic growth affects the environment negatively. A polluted environment and other environmental constraints reduce economic output and the well-being of consumers. The cost to society of environmental constraints may be called the environmental drag. The traditional economic analysis of growth neglects the environmental drag, while this paper attempts to measure it empirically. We employ a dynamic general equilibrium model of the Norwegian economy, extended to include some important environmental linkages, which feed back to the productivity of labor and capital from damages to health, materials and nature. The environment also directly affects the consumers' well-being. Using this model, we are able to estimate the environmental drag, measured as reduced welfare from consumption and environmental services. We present macroeconomic effects in terms of reduced production and consumption, and calculate the overall welfare effects. We find that the environmental constraints incorporated in the model probably have a modest effect on production over the next century. The direct welfare loss from a degraded environmental quality, however, is significant. A lower rate of technological growth and a lower discount rate both increase the drag.",19990801,"Bruvoll, Annegrete ; Glomsrod, Solveig ; Vennemo, Haakon",Journal Article,Journal Article,August 1999,true,Ecological Economics,Renewable Resources and Conservation: General ; Computable and Other Applied General Equilibrium Models,JOUR,,,0921-8009,,,,,eng,,249,235,15,30,2,,,,,https://research.ebsco.com/plink/638b591c-a1bf-32f6-916f-370fcae5a019,,,,
EconLit with Full Text,eoh,0223911,Multilateral Productivity Comparisons When Some Outputs Are Undesirable: A Nonparametric Approach,"Multilateral productivity comparisons of firms producing multiple outputs, some of which are undesirable, are obtained by making two modifications to the standard Farrell approach to efficiency measurement. The restriction that production technology satisfy strong disposability of outputs is relaxed to allow for the fact that undesirable outputs may not be freely disposable, and the efficiency measures are modified to allow for an asymmetric treatment of desirable and undesirable outputs. Performance measures that satisfy these requirements are calculated as solutions to programming problems. The methodology is applied to a sample of mills producing paper and pollutants.",19890201,"Fare, Rolf_et al",Journal Article,Journal Article,February 1989,true,Review of Economics & Statistics,,JOUR,,,0034-6535 ; 1530-9142,,,,,eng,MIT Press,98,90,9,71,1,,,,,https://research.ebsco.com/plink/a2b2b6f1-c494-3a26-829b-e2951f63d7e7,,,,
EconLit with Full Text,eoh,1711169,Heat and Learning,"We provide the first evidence that cumulative heat exposure inhibits cognitive skill development and that school air conditioning can mitigate this effect. Student fixed effects models using 10 million PSAT-takers show that hotter school days in the year prior to the test reduce learning, with extreme heat being particularly damaging and larger effects for low income and minority students. Weekend and summer heat has little impact and the effect is not explained by pollution or local economic shocks, suggesting heat directly reduces the productivity of learning inputs. New data providing the first measures of school-level air conditioning penetration across the US suggest such infrastructure almost entirely offsets these effects. Without air conditioning, each 1 degree F increase in school year temperature reduces the amount learned that year by one percent. Our estimates imply that the benefits of school air conditioning likely outweigh the costs in most of the US, particularly given future predicted climate change.",20180101,"Goodman, Joshua ; Hurwitz, Michael ; Park, Jisung ; Smith, Jonathan",Working Paper,Working Paper,2018,,Heat and Learning,Education and Research Institutions: General ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Environmental Economics: General,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 24639",,,,,,,,,,https://research.ebsco.com/plink/060b85b9-86c1-393d-8fef-cdca0c3a3a75,,,,
EconLit with Full Text,eoh,1553652,Environmental Regulations and Business Decisions,"Environmental regulations raise production costs at regulated firms, though in most cases the costs are only a small fraction of a firm's total costs. Productivity tends to fall, and firms may shift new investment and production to locations with less stringent regulation. However, environmental regulations have had enormous benefits in terms of lives saved and illnesses averted, especially through reductions in airborne particulates. The potential health gains may be even greater in developing countries, where pollution levels are high. The benefits to society from environmental regulation hence appear to be much larger than the costs of compliance.",20150101,"Gray, Wayne B.",Journal Article,Journal Article,2015,,IZA World of Labor,"Firm Behavior: Empirical Analysis ; Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Business and Securities Law ; Energy, Environmental, Health, and Safety Law ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy",JOUR,,,2054-9571,,,,,eng,,,,,1,,,,,,https://research.ebsco.com/plink/96c9c1bf-b80f-3b60-9288-4fb3f75ded90,,,,
EconLit with Full Text,eoh,0401007,An Activity Analysis Model of the Environmental Performance of Firms--Application to Fossil-Fuel-Fired Electric Utilities,"The productivity of firms when some outputs (pollution) are undesirable has been studied in the literature for some time. In this paper we introduce an environmental performance indicator based on the decomposition of overall factor productivity into a pollution index and an input -output efficiency index. This indicator is compared to the more conventional Jaggi and Freedman (1992) model. Results are given for illustrative purposes, using data from U.S. fossil-fuel-fired electric utilities. The rankings of the utilities obtained with the two models show significant divergence, which is due to the different ways in which the undesirable outputs are dealt with, as well as due to the different possible tradeoffs between the pollutants released into the atmosphere and the resources used as inputs.",19960801,"Fare, Rolf ; Grosskopf, Shawna ; Tyteca, Daniel",Journal Article,Journal Article,August 1996,true,Ecological Economics,"Firm Behavior: Theory ; Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Electric Utilities ; Renewable Resources and Conservation: Demand and Supply; Prices",JOUR,,,0921-8009,,,,,eng,,175,161,15,18,2,,,,,https://research.ebsco.com/plink/89b17f0c-2b32-3067-b581-bfbaad15808a,,,,
EconLit with Full Text,eoh,1470964,Essays on Productivity and Efficiency Analysis in the U.S. Electric Utility Industry,"In the past decade, as the environmental effects of emissions have become better understood, electric utility firms in the United States have faced increasing regulation. Meanwhile, with technology advances and increasing regional price disparity, a wave of deregulation policies have led to drastic structural changes in some states. Expanding on the previous literature, I conduct two empirical analyses of this industry. First, I estimate productivity and efficiency change and then I use these results to address questions in two subjects: the effect of environmental regulations and industry structural change. The first essay studies 78 major privately-owned electric utilities from 1988-2005, when government regulations reduced the allowable levels of pollutants, often dramatically. I estimate three models for the production of multiple inputs and multiple outputs with negative externalities: the traditional input distance function treating emissions as technology shifters, a quadratic output directional distance function with no emissions, and the directional distance function that credits firms for desirable goods and penalizes them for pollutants. I compare two approaches to the measurement of productivity growth and efficiency change: a Malmquist productivity index approach, based on ratios of the estimated distances, and a difference-in-log-distances approach. My results show higher productivity growth from the second approach. Additionally, I introduce a binary variable in the estimation of directional distances to distinguish firms that continuously generated steam electricity throughout my sample period from those that ceased production during this timeframe. My results show that firms that stopped their steam electricity generation were less efficient. Therefore, as environmental regulations reshaped this industry, more efficient and productive firms survived environmental regulatory changes and kept growing. The second essay is based on a panel data set of 377 fossil-fuel power plants from 1998-2005, when a substantial structural change occurred in response to deregulation policies. I estimate directional distance functions to model production, controlling for the effect of deregulation. I find that plants subject to deregulation tend to decrease their capital expenditure, labor and fuel consumption, but not necessarily lower emissions. Also I apply the Luenberger index approach to compute technical efficiency and productivity change and show that plants in deregulation states have slightly higher PC and EC.",20140501,"Fu, Yue",Dissertation,Dissertation,May 2014,,Essays on Productivity and Efficiency Analysis in the U.S. Electric Utility Industry,"Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Electric Utilities ; Industry Studies: Utilities and Transportation: Government Policy ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy",GEN,,,,,,,,eng,University of Georgia,,,,,,,,,,https://research.ebsco.com/plink/48321b9e-a825-33b7-a52e-73473bebd4cb,,,,
EconLit with Full Text,eoh,1335214,"Environmental Regulation and Economic Performance in the U.S. Manufacturing: Industries, Firms, and Plants","Broadly speaking, goal of this research is to investigate the impact of environmental regulation on economic performances in the U.S. manufacturing sector. Researchers' findings vary from negative impact to positive one. This lack of consensus along with availability of large set of data motivates the long-run industry-level study to look into the dynamics of regulation-performance relationship from 1958 to 2005. Variables related to health and environmental regulations have been collected from EPA's Pollution Abatement Costs and Expenditures survey, and OSHA's Management Information System. NBER Manufacturing Productivity database is the source of the variables related to industrial economic performance. Ordinary least squares procedure reveals bigger effects for EPA than OSHA, and smaller/less significant contributions to productivity in later periods. Evidence has also been provided to indicate that pollution-abatement spending only affected the measurement of productivity growth, with no real effect on the productivity of inputs actually used in production. Evidence show that many firms are subject to intense public scrutiny with the increasing environmental consciousness in society. In response, management research and conceptual thinking on environmental issues has expanded from a narrow focus on the concept of pollution control to a broader concept of being socially responsible that combines environmental issues into functional considerations. The potential link between economic performance and environmental regulation and so corporate social responsibility works as a motivation to examine the determinants of corporate social responsibility (CSR). Data on CSR rating comes from CSRHUB and Justmeans for cross-section and panel analyses, respectively. Firm-level productivity and financial data comes from COMPUSTAT. This essay involves performing probit, OLS, fixed-effects, quantile, and Chow procedures. The major finding of this essay is that bigger firms show better CSR performance. Third and last essay of this study explores plant-level data on enforcement, compliance, and emission of pollutants with air pollution regulation to test whether enforcement is effective in inducing plants to comply, whether certain types of plants are more influenced by enforcement behavior, and to determine what other firm characteristics are associated with compliance covering the 1994-2002 period applying OLS, fixed-effects, logit, tobit, and Chow test procedures. Plant-level measures of air pollution enforcement activity, compliance status, and emissions of air pollutants during that period come from several EPA databases and firm-level data productivity comes from the COMPUSTAT. Results suggest that plants associated with firms that are making more profit or have more of any immediately negotiable medium of exchange emit less toxic inventory and air pollutants. Plants in violation with ""voluntary compliance"" as represented by TRI emissions are significantly less likely to comply with air pollution regulations, and plants owned by the firms specializing in paper and allied product or petroleum and coal product are less sensitive to other enforcement activity.",20111001,"Banerjee, Soumendra Nath",Dissertation,Dissertation,October 2011,,"Environmental Regulation and Economic Performance in the U.S. Manufacturing: Industries, Firms, and Plants",Industry Studies: Manufacturing: General ; Corporate Culture; Diversity; Social Responsibility ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,GEN,,,,,,,,eng,Clark University,,,,,,,,,,https://research.ebsco.com/plink/e474c914-3102-38da-960e-2881f6fb657a,,,,
EconLit with Full Text,eoh,1103487,Human Capital Development Before Age Five,"This chapter seeks to set out what Economists have learned about the effects of early childhood influences on later life outcomes, and about ameliorating the effects of negative influences. We begin with a brief overview of the theory which illustrates that evidence of a causal relationship between a shock in early childhood and a future outcome says little about whether the relationship in question biological or immutable. We then survey recent work which shows that events before five years old can have large long term impacts on adult outcomes. Child and family characteristics measured at school entry do as much to explain future outcomes as factors that labor economists have more traditionally focused on, such as years of education. Yet while children can be permanently damaged at this age, an important message is that the damage can often be remediated. We provide a brief overview of evidence regarding the effectiveness of different types of policies to provide remediation. We conclude with a list of some of (the many) outstanding questions for future research.",20100101,"Almond, Douglas ; Currie, Janet",Working Paper,Working Paper,2010,,Human Capital Development Before Age Five,Health Behavior ; Analysis of Education ; Fertility; Family Planning; Child Care; Children; Youth ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 15827",,,,,,,,,,https://research.ebsco.com/plink/21c33689-cf72-3ba8-b314-291595bfa88e,,,,
EconLit with Full Text,eoh,1331291,Are Exporters More Environmentally Friendly than Non-Exporters? Theory and Evidence,"This paper studies the firm-level relationship between decision to export and environmental performance. To guide the empirical work, we introduce environmental pollution and technology choice into a trade model with heterogeneous firms. The model predicts that a productive firm is more likely to adopt emission-saving technology and to export. Using facility-level criteria air emission data in the U.S. manufacturing industry, for a variety of pollutants, empirical tests are supportive of our two primary theoretical predictions. First, facility productivity is negatively correlated with emission intensity, measured by emissions per value of sales. Second, conditional on the estimated facility productivity and the facility's exposure to environmental regulation, exporters have lower emission per value of sales than non-exporters within the same industry.",20120101,"Cui, Jingbo ; Lapan, Harvey ; Moschini, GianCarlo",Working Paper,Working Paper,2012,,Are Exporters More Environmentally Friendly than Non-Exporters? Theory and Evidence,Trade and Environment ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth,GEN,,,,,,,,eng,"Iowa State University, Department of Economics, Staff General Research Papers",,,,,,,,,,https://research.ebsco.com/plink/65f19113-fece-3596-b58b-b3b2a1ab7a09,,,,
EconLit with Full Text,eoh,1747616,"Three Essays on the Role of Heterogeneity in Industrial Organization, International Trade, and Environmental Economics","This dissertation consists of three studies on the role of heterogeneity in the studies of industrial organization, international trade and environmental economics. The first study investigates endogenous cartel formation with market entry and firm heterogeneity. The theoretical results show why large firms do not join a cartel in some industries and choose to compete rather than cooperate with a cartel. It is illustrated that, under certain conditions, only firms with mid-range productivity benefit from joining a cartel, and low-productivity firms cannot compete efficiently for production quota in the cartel and, hence, choose to stay out. High-productivity firms prefer to stay out because building excess capacity in a cartel lowers their profits. The second study investigates whether NAFTA improves the productivity of Mexican crops and how much the yield catch-up effect contributes to the export increase. The theoretical analysis shows how the yield catch-up effect affects exports by integrating a productivity catch-up function into a partial equilibrium trade model. We use piecewise regression to find the existence of the yield catch-up effect. One additional year in NAFTA increases yield by 1.014 hg/ha in Mexico, and the total of 24 years (1994-2017) in NAFTA have enhanced Mexican specialty crop exports to the United States by $1.267 thousand due to the crop yield catch-up by Mexico. The third study investigates how policies attracting foreign direct investment (FDI) in a polluting sector affect home-country welfare relative to the closed economy case. The theoretical analysis shows that in a closed economy, environmental regulations are increasing with infrastructure. With FDI, a similar relationship holds, but the optimal level of environmental regulations is lower and is more likely to be a subsidy because of an added marginal cost to such regulations: the marginal value of domestic labor hired by foreign firms. A critical infrastructure level exists where welfare in FDI and a closed economy are equal. Countries with infrastructure levels below the critical level are better off deterring FDI entrance. As infrastructure quality increases beyond the critical level, welfare is higher with FDI than under a closed economy.",20171201,"Zhao, Xin",Dissertation,Dissertation,December 2017,,"Three Essays on the Role of Heterogeneity in Industrial Organization, International Trade, and Environmental Economics","Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Economic Integration ; Monopoly; Monopolization Strategies ; Firm Performance: Size, Diversification, and Scope ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Agriculture in International Trade",GEN,,,,,,,,eng,Washington State University,,,,,,,,,,https://research.ebsco.com/plink/d651bdc7-e981-3abc-af16-abe001347cb1,,,,
EconLit with Full Text,eoh,1746548,A review of the empirical literature combining economic and environmental performance data at the micro-level,"This article reviews the empirical literature combining economic and environmental performance data at the micro-level, i.e. firm-or facility-level. The literature has generally found a positive and statistically significant correlation between economic performance, as measured by stock market returns, and environmental performance, as measured by emissions of pollutants or adoption of international environmental standards. The main reason for this finding seems to be that firms that reduce their material and energy costs experience both better economic performance and lower emissions. There is also evidence that greener firms are able to attract more productive employees and face smaller costs of capital, and that the introduction of green products enhances firms' profitability. Only a small and recent literature analyses the joint causal impact of environmental regulations on environmental and economic performance. Interestingly, this literature shows that environmental regulations tend to improve environmental performance while not weakening economic performance. However, the evidence so far is limited to a handful of environmental regulations that are not extremely stringent, so the result cannot be easily generalized. More research is needed to assess the joint effects of environmental regulations on environmental and economic performance, to explore the heterogeneity of these effects across sectors, countries and types of policies, and to understand which policy designs allow improving environmental quality while not altering the economic performance of regulated businesses.",20180101,"Dechezlepretre, Antoine ; Kruse, Tobias",Working Paper,Working Paper,2018,,A review of the empirical literature combining economic and environmental performance data at the micro-level,Environmental Economics: General ; Environmental Economics: Government Policy,GEN,,,,,,,,eng,"OECD Publishing, OECD Economics Department Working Papers: 1514",,,,,,,,,,https://research.ebsco.com/plink/61291b94-a70e-373e-af2d-d7a4b902670b,,,,
