Title,Author,Year,Citation count,Open access,DOI,Abstract
"Nonmonetary Benefits, Quality of Life, and Executive Compensation",Xin Deng|Huasheng Gao,2013,134,Open Access,https://doi.org/10.1017/s0022109013000033,"Abstract We examine the effects of nonmonetary benefits on overall executive compensation from the perspective of the living environment at the firm headquarters. Companies in polluted, high crime rate, or otherwise unpleasant locations pay higher compensation to their chief executive officers (CEOs) than companies located in more livable locations. This premium in pay for quality of life is stronger when firms face tougher competition in the managerial labor market, when the CEO is hired from outside, and when the CEO has short-term career concerns. Overall, the geographic desirability of the corporate headquarters is an effective substitute for CEO monetary pay."
Chasing Clean Air: Pollution-Induced Travels in China,Shuai Chen|Yuyu Chen|Ziteng Lei|Jie‐Sheng Tan‐Soo,2020,113,NOT Open Access,https://doi.org/10.1086/711476,
Avoidance behavior against air pollution: evidence from online search indices for anti-PM2.5 masks and air filters in Chinese cities,Tong Liu|Guojun He|Alexis K.H. Lau,2017,90,NOT Open Access,https://doi.org/10.1007/s10018-017-0196-3,
Productivity loss amid invisible pollution,Chunchao Wang|Qianqian Lin|Yun Qiu,2022,68,NOT Open Access,https://doi.org/10.1016/j.jeem.2022.102638,
THE GEOGRAPHIES OF PRODUCER SERVICES,William J. Coffey,2000,100,NOT Open Access,https://doi.org/10.2747/0272-3638.21.2.170,
Running With a Mask? The Effect of Air Pollution on Marathon Runners’ Performance,Mengmeng Guo|Shihe Fu,2019,61,NOT Open Access,https://doi.org/10.1177/1527002518822701,
The mortality impact of fine particulate matter in China: Evidence from trade shocks,Yazhen Gong|Shanjun Li|Nicholas Sanders|Guang Shi,2022,33,NOT Open Access,https://doi.org/10.1016/j.jeem.2022.102759,
"Firm productivity, pollution, and output: theory and empirical evidence from China",Erzi Tang|Jingjing Zhang|Zulfiqar Haider,2015,25,NOT Open Access,https://doi.org/10.1007/s11356-015-5020-7,
Air pollution and entrepreneurship: evidence from China,Xiaokun Wei|Yan Jiang|Tian Gan,2023,23,NOT Open Access,https://doi.org/10.1080/00036846.2023.2203454,
CO2 Emissions Decoupling from Added Value Growth in the Chemical and Pharmaceutical (CHPH) Industry in Nigeria,Fidelis I. Abam|Oliver I. Inah|Ekwe B. Ekwe|Dodeye Ina Igbong|Samuel O. Effiom|Friday A. Ovat|Oku Nyong|Ikem A. Ikem,2023,17,Open Access,https://doi.org/10.47852/bonviewglce3202622,"Nigeria's in its Third National Communication (NTNC) current emissions estimate stipulate that its emissions intensities will continuously increase till 2030, and mitigations measures may not be deep and adequate to meet the upper range of its national reduction goals. Analysing the decoupling states with industrial added-value (IAV) growth, carbon emissions (CE) and the driving forces from a firm-level perspective is critical for the Nigerian state to actualised its 2030 emission reduction objective. Based on the Logarithm Mean Divisia Index (LMDI) procedure and the Tapio index approach, the drivers of CE in Nigeria's chemical and pharmaceutical (CHPH) industry were decomposed, and the decoupling states were measured between 2000 and 2020. The results show that CE increased from 4228.3 Mt in 2000 to 22220.7 Mt in 2020, about 4.3 times higher. The IAV growth in this period increased by 1.667%, while the coefficient of emission contracted in 2009 with an average progression rate of 4.4%. The decomposition analysis shows that the most influencing factors of CE were the change in the energy mix (∆EMIX) and energy intensity (∆EI) effects. In contrast, the carbon emissions coefficient (∆CI) effect was the significant driver that reduced CO2 emission. Two decoupling states were revealed: expansive negative decoupling (END) and strong negative decoupling (SND). Conversely, overall, the CE of Nigeria's CHPH industry demonstrated an expansive negative decoupling state with IAV growth. This suggests that the industry's energy consumption increased faster than value-added, with the resultant effect of emissions on the environment. However, the study made clear recommendations for low-carbon policy and environmental sustainability. Received: 1 January 2023 | Revised: 9 February 2023 | Accepted: 15 February 2023 Conflicts of Interest The authors declare that they have no conflicts of interest to this work."
How does air pollution affect household energy expenditure: A micro-empirical study based on avoidance behavior,Xiahai Wei|Jiawei Xu|Yunming Kuang,2023,12,NOT Open Access,https://doi.org/10.1016/j.jenvman.2023.117931,
Effects of short- and long-term exposures to multiple air pollutants on depression among the labor force: A nationwide longitudinal study in China,Jiahui Tong|Ke Zhang|Zhongyang Chen|Mengnan Pan|Huanfeng Shen|Feifei Liu|Hao Xiang,2024,9,NOT Open Access,https://doi.org/10.1016/j.scitotenv.2024.172614,
What you breathe makes you poor: The effect of air pollution on income,Jiada Lin|Haiyuan Wan|Yangcheng Yu,2023,6,NOT Open Access,https://doi.org/10.1016/j.chieco.2023.102103,
"Air pollution, educational achievements, and human capital formation","LSE, UK|Sefi Roth",2017,21,Open Access,https://doi.org/10.15185/izawol.381,"The link between air pollution and human health is well-documented in the epidemiology and economic literature. Recently, an increasing body of research has shown that air pollution—even in relatively low doses—also affects educational outcomes across several distinct age groups and varying lengths of exposure. This implies that a narrow focus on traditional health outcomes, such as morbidity and mortality, may understate the true benefit of reducing pollution, as air pollution also affects scholastic achievement and human capital formation."
How does perceived environmental pollution affect migration interests: adapt or flee?,Yexin Zhou|Bo Yuan|Bin Liang|Qi Cui|Shengling Zhang|Juan He,2022,7,NOT Open Access,https://doi.org/10.1080/00036846.2022.2102130,
The air pollution-fertility relationship: evidence from China,Shuo Huang|Jun Wu|Mike Z. He,2024,2,NOT Open Access,https://doi.org/10.1080/00036846.2024.2331028,
Sources of Comparative Advantage in Polluting Industries,Fernando Broner|Paula Bustos|Vasco M. Carvalho,2012,159,Open Access,https://doi.org/10.3386/w18337,"We study the determinants of comparative advantage in polluting industries. We combine data on environmental policy at the country level with data on pollution intensity at the industry level to show that countries with laxer environmental regulation have a comparative advantage in polluting industries. Further, we address the potential problem of reverse causality. We propose an instrument for environmental regulation based on meteorological determinants of pollution dispersion identied by the atmospheric pollution literature. We find that the effect of environmental regulation on the pattern of trade is causal and comparable in magnitude to the effect of physical and human capital."
Air Pollution and Innovation,Felix Bracht|Dennis Verhoeven,2021,3,Open Access,https://doi.org/10.2139/ssrn.3808260,
