Title,Author,Year,Citation count,Open access,DOI,Abstract
Gender differences in associations of household and ambient air pollution with child health: Evidence from household and satellite-based data in Bangladesh,Masamitsu Kurata|Kazushi Takahashi|Akira Hibiki,2019,84,Open Access,https://doi.org/10.1016/j.worlddev.2019.104779,"Reduction in health risks from household air pollution (HAP) and ambient air pollution (AAP) is critical for achieving sustainable development globally, especially in low-income countries. Children are at particularly high risk because their respiratory and immune systems are not fully developed. Previous studies have identified the adverse impacts of air pollution on child health. However, most studies do not focus on HAP and AAP simultaneously nor address differences in the timings and magnitudes of prenatal and postnatal exposures across genders. Therefore, this study examines how prenatal and postnatal exposures to ambient particulate matter with aerodynamic diameter of 2.5 μm or less (PM2.5) along with household use of solid fuels (a main cause of HAP) are correlated with child health in Bangladesh. We combine individual-level data from nationally representative surveys with satellite-based high-resolution data on ambient PM2.5. We find that (1) the use of solid fuels is associated with respiratory illness among girls but not boys, (2) prenatal exposure to ambient PM2.5 is associated with stunting in boys but not girls, and (3) postnatal exposure is associated with stunting in both genders. These results provide new evidence for heterogeneous influences of AAP and HAP on child health across gender and timing of exposure. The main policy implications are that interventions against HAP would be more effective by targeting girls, and interventions against AAP should also target pregnant women. In sum, our findings highlight the importance of protecting women from air pollution and achieving Target 3.9 of the Sustainable Development Goals."
The Effects of Air Pollution on Students’ Cognitive Performance: Evidence from Brazilian University Entrance Tests,Juliana Margarida Carneiro|Matthew A. Cole|Eric Strobl,2021,58,Open Access,https://doi.org/10.1086/714671,"We examine the contemporaneous causal relationship between outdoor air pollution levels and student cognitive performance in Brazil’s nationwide university entrance examinations. Our analysis relies upon a unique and previously unexplored student-level data set allowing us to examine the effect of particulate matter (PM10) on students’ scores. In our main specification we construct individual-level panel data for the 2 days of exams across 3 years and apply student fixed effects to address potential endogeneity concerns. In addition, we take advantage of plausibly exogenous spatial and temporal variation in PM10 across municipalities in the states of Rio de Janeiro and São Paulo and utilize an instrumental variable approach based on wind direction. Our results suggest that air pollution negatively impacts the cognitive performance of students. We find suggestive evidence that boys may be more affected than girls, and less well-off exam takers at the bottom of the score distribution are more affected than their more privileged counterparts."
Validity of a quality of well-being scale as an outcome measure in chronic obstructive pulmonary disease,Robert M. Kaplan|Catherine Atkin|Richard M. Timms,1984,306,NOT Open Access,https://doi.org/10.1016/0021-9681(84)90050-x,
Seven year particulate matter air quality assessment from surface and satellite measurements,Pawan Gupta|Sundar A. Christopher,2008,124,Open Access,https://doi.org/10.5194/acp-8-3311-2008,"Abstract. Using seven years of the Moderate Resolution Imaging Spectroradiometer (MODIS) aerosol optical thickness (AOT) data and ground measurements of particulate matter mass over one site in the Southeastern United States (33.55° N, 86.82° W) we present a comprehensive analysis of various aspects of particulate matter air quality. Monthly, seasonal and inter-annual relationships are examined with emphasis on sampling biases, quality indicators in the AOT product and various cloud clearing criteria. Our results indicate that PM2.5 mass concentration over Northern Birmingham has decreased by about 23% in year 2006 when compared to year 2002 and air quality during summer months was poor when compared to winter months. MODIS-Terra AOT data was available only about 50% of the time due to cloud cover and unfavorable surface conditions. However, the mean difference in monthly mean PM2.5 was less than 2.2 μg m−3 derived using all the data and from only those days when satellite AOT was available indicating that satellite data does not have sampling issues. The correlation between PM2.5 and MODIS AOT increased from 0.52 to 0.62 when hourly PM2.5 data were used instead of daily mean PM2.5 data. Changing box size for satellite data around the ground station during comparisons produced less than ±0.03 difference in mean AOT values for 90% of observations. Application of AOT quality flags reduced the sample size but does not affect AOT-PM2.5 relationship significantly. We recommend using AOT quality flags for daily analysis, whereas long time scale analysis can be performed by using all AOT retrievals to obtain better sampling. Our analysis indicates that satellite data is a useful tool for monitoring particulate matter air quality especially in regions where ground measurements are not available. While these results are representative for the region of interest, it is difficult to extrapolate these results to a larger context without detailed analysis using ancillary data sets."
Wildfire smoke and health impacts: A closer look at fire attributes and their marginal effects,Klaus Moeltner|Man‐Keun Kim|Enshen Zhu|Wei Yang,2013,89,NOT Open Access,https://doi.org/10.1016/j.jeem.2013.09.004,
"Beverage Intake, Smoking Behavior, and Alcohol Consumption in Contemporary China—A Cross-Sectional Analysis from the 2011 China Health and Nutrition Survey",Yen‐Han Lee|Zhi Wang|Timothy Chiang|Ching‐Ti Liu,2017,40,Open Access,https://doi.org/10.3390/ijerph14050493,"Chinese residents enjoy various types of beverages in their daily life. With the rapid Westernization of contemporary China, several adverse health concerns-such as diabetes linked to sweetened beverages-have emerged. Until now, no research that examines associations between beverage consumption and smoking/drinking behaviors has been made available, despite the large Chinese populations partaking in such activities. We conducted a cross-sectional study to explore the association between beverage intake frequencies and smoking/drinking behaviors in 12,634 adult respondents who participated in the latest wave (2011) of the China Health and Nutrition Survey (CHNS). Further, we applied Tukey's Honest Significance test for pairwise comparisons. We defined the consumption categories as daily (at least one serving per day), weekly (less than one serving per day, at least one serving per week), monthly (less than one serving per week, at least one serving per month), and less than monthly or none-for sweetened beverage, water, tea, and coffee consumptions. The data showed that both tea and sweetened beverages are associated with smoking/drinking behaviors. Compared to respondents who consume tea and sweetened beverages daily, the odds of smoking behaviors are lower for those who consume such beverages less frequently. Further policy implications are discussed, including higher taxes on sweetened beverages and lessons from other countries."
Laying Performance of Broiler Breeder Chickens Fed Various Millets or Broken Rice as a Source of Energy at a Constant Nutrient Intake,S.V. Rama Rao|M. R. Reddy|N.K. Prarharaj|G. Shyam Sunder,2000,28,NOT Open Access,https://doi.org/10.1023/a:1005221224701,
Using the Machine Learning Method to Study the Environmental Footprints Embodied in Chinese Diet,Yi Liang|Aixi Han|Li Chai|Hong Zhi,2020,11,Open Access,https://doi.org/10.3390/ijerph17197349,"The food system profoundly affects the sustainable development of the environment and resources. Numerous studies have shown that the food consumption patterns of Chinese residents will bring certain pressure to the environment. Food consumption patterns have individual differences. Therefore, reducing the pressure of food consumption patterns on the environment requires the precise positioning of people with high consumption tendencies. Based on the related concepts of the machine learning method, this paper designs an identification method of the population with a high environmental footprint by using a decision tree as the core and realizes the automatic identification of a large number of users. By using the microdata provided by CHNS(the China Health and Nutrition Survey), we study the relationship between residents' dietary intake and environmental resource consumption. First, we find that the impact of residents' food system on the environment shows a certain logistic normal distribution trend. Then, through the decision tree algorithm, we find that four demographic characteristics of gender, income level, education level, and region have the greatest impact on residents' environmental footprint, where the consumption trends of different characteristics are also significantly different. At the same time, we also use the decision tree to identify the population characteristics with high consumption tendency. This method can effectively improve the identification coverage and accuracy rate and promotes the improvement of residents' food consumption patterns."
Air Pollution and Mental Health: Evidence from China,Shuai Chen|Paulina Oliva|Peng Zhang,2018,179,Open Access,https://doi.org/10.3386/w24686,"A large body of literature estimates the effect of air pollution on health. However, most of these studies have focused on physical health, while the effect on mental health is limited. Using the China Family Panel Studies (CFPS) covering 12,615 urban residents during 2014 -2015, we find significantly positive effect of air pollution -instrumented by thermal inversions -on mental illness. Specifically, a one-standard-deviation (18.04 g/m3) increase in average PM 2.5 concentrations in the past month increases the probability of having a score that is associated with severe mental illness by 6.67 percentage points, or 0.33 standard deviations. Based on average health expenditures associated with mental illness and rates of treatment among those with symptoms, we calculate that these effects induce a total annual cost of USD 22.88 billion in health expenditures only. This cost is on a similar scale to pollution costs stemming from mortality, labor productivity, and dementia."
The Effect of Air Pollution on Investor Behavior: Evidence from the S&P 500,Anthony Heyes|Matthew Neidell|Soodeh Saberian,2016,84,NOT Open Access,https://doi.org/10.3386/w22753,
Hazed and Confused: The Effect of Air Pollution on Dementia,Kelly Bishop|Jonathan D. Ketcham|Nicolai V. Kuminoff,2018,80,Open Access,https://doi.org/10.3386/w24970,"We study whether long-term cumulative exposure to airborne small particulate matter (PM.) affects the probability that an individual receives a new diagnosis of Alzheimer's disease or related dementias. We track the health, residential location, and PM. exposures of Americans aged 65 and above from 2001 through 2013. The expansion of Clean Air Act regulations led to quasi-random variation in individuals' subsequent exposures to PM.. We leverage these regulations to construct instrumental variables for individual-level decadal PM. that we use within flexible probit models that also account for any potential sample selection based on survival. We find that a 1 g/m3 increase in decadal PM. increases the probability of a new dementia diagnosis by an average of 2.15 percentage points. All else equal, we find larger effects for women, older people, and people with more clinical risk factors for dementia. These effects persist below current regulatory thresholds."
The Effect of Air Pollution on Migration: Evidence from China,Shuai Chen|Paulina Oliva|Peng Zhang,2019,28,Open Access,https://doi.org/10.2139/ssrn.3451332,
Smog in Our Brains: Gender Differences in the Impact of Exposure to Air Pollution on Cognitive Performance,Xi Chen|Xiaobo Zhang|Xin Zhang,2017,3,Open Access,https://doi.org/10.2139/ssrn.2940618,
